id,hhb,hbo2,ca,na
10077,7.722700000000001,3.8250000000000006,9.06,2.4987999999999997
10078,8.975099999999996,4.183,9.673200000000005,3.445099999999999
10079,7.7943999999999996,4.157499999999999,9.3802,3.171500000000001
10080,8.366300000000003,4.000100000000001,8.768000000000002,2.8442000000000007
10081,7.641800000000001,3.837599999999997,9.021099999999995,2.878599999999998
10082,11.446599999999997,4.690299999999996,10.010000000000002,4.1956000000000016
10083,7.475000000000003,3.8002000000000016,9.107499999999995,2.790899999999999
10084,6.300700000000003,3.6214000000000004,7.627800000000001,3.5550999999999995
10085,10.009800000000002,4.385999999999998,6.4072000000000005,3.8565999999999985
10086,8.0978,4.260799999999999,8.669199999999996,3.076600000000001
10087,10.823099999999997,4.2097000000000016,10.1023,3.1086999999999985
10088,8.118900000000002,4.317700000000001,8.835500000000003,2.361500000000001
10089,8.707299999999998,4.096799999999997,9.007299999999997,2.6064999999999996
10090,7.435599999999998,3.728699999999999,8.241799999999998,2.5654999999999983
10091,3.5939000000000023,3.7028000000000016,8.5701,2.3243
10092,4.3959,3.7044999999999986,7.807400000000005,1.4128000000000005
10093,4.105199999999997,3.9533000000000014,8.564700000000002,2.0667
10094,7.695000000000004,3.7242000000000015,7.905799999999997,2.0366999999999997
10095,7.2707,3.9731999999999994,8.9541,3.036199999999999
10096,2.3032999999999997,3.5353999999999997,7.7507000000000055,1.9792
10097,7.6296,3.8750000000000018,9.868899999999996,2.5449
10098,8.872200000000003,4.129699999999999,9.042900000000001,2.8975999999999993
10099,8.4279,4.158900000000001,9.3929,3.1637000000000017
10100,8.904400000000003,4.078399999999999,9.176000000000007,2.9629000000000003
10101,6.157100000000002,3.8236000000000008,8.971899999999996,2.108400000000001
10102,2.3760999999999997,3.6367000000000007,7.133099999999998,2.362
10103,9.180999999999997,4.0108999999999995,9.186500000000002,3.3896
10104,3.986,3.8417000000000003,8.631900000000002,2.0299000000000005
10105,10.173300000000001,4.0863,8.901000000000002,3.0327
10106,10.414800000000003,4.1236,9.736099999999999,3.4451000000000005
10107,7.316600000000003,3.856400000000002,9.050299999999995,3.1865999999999985
10108,7.5659,4.1236999999999995,8.557400000000003,2.5318
10109,9.215900000000001,4.0668000000000015,9.786900000000003,3.0860000000000003
10110,9.176700000000002,4.183200000000002,10.264299999999997,2.428199999999999
10111,8.907300000000003,4.219500000000002,9.761499999999998,2.9506999999999994
10112,8.267400000000004,4.192799999999999,9.628999999999998,2.771400000000001
10113,10.502800000000002,4.542300000000002,9.993899999999998,3.1096000000000004
10114,7.275900000000003,3.7202,8.1882,2.4561000000000006
10115,8.6833,4.0417000000000005,8.0486,3.2229999999999985
10116,8.518400000000005,4.0059000000000005,7.702399999999998,3.2189000000000005
10117,7.805000000000002,3.9046999999999996,9.015200000000004,3.1361000000000003
10118,9.318599999999998,3.6663000000000014,8.085600000000003,3.7644999999999986
10119,9.085899999999999,4.221600000000002,9.627500000000003,3.5987
10120,5.947999999999997,4.030800000000002,8.929500000000003,3.0169000000000006
10121,7.548599999999996,3.9075,9.6147,3.661699999999999
10122,7.492200000000002,4.142400000000001,9.126199999999999,2.9129999999999994
10123,2.144900000000001,3.8700000000000006,8.666,1.9124999999999996
10124,9.315000000000001,3.9648000000000003,9.7849,3.108600000000001
10125,4.780700000000003,3.999600000000001,8.379000000000001,3.014899999999999
10126,5.321700000000002,3.7032999999999987,6.651399999999999,2.5147999999999993
10127,7.262799999999998,3.9381999999999984,9.5766,2.9903999999999997
10128,9.2053,4.3260000000000005,10.4642,3.441299999999997
10129,8.4388,3.9122000000000003,9.621300000000002,2.6487000000000016
10130,5.734899999999999,3.6441000000000003,8.5296,2.9106
10131,7.6232,4.184299999999999,9.491999999999996,2.8308999999999997
10132,7.1579999999999995,3.8106999999999998,7.995200000000004,2.9803999999999995
10133,10.033200000000003,4.277700000000001,9.447399999999995,2.9193999999999996
10134,8.6987,3.769500000000001,7.946300000000005,2.9058000000000015
10135,6.578200000000001,3.5616999999999996,8.1983,3.0587999999999997
10136,8.3924,4.112999999999998,9.053600000000001,2.4856000000000003
10137,6.020599999999999,3.9971999999999985,9.441300000000002,2.8199000000000005
10138,8.265699999999999,3.966600000000001,8.921399999999998,3.428099999999997
10139,9.209299999999999,3.9696999999999987,9.992199999999999,2.692999999999999
10140,7.017000000000003,3.907299999999999,8.241599999999996,2.7347999999999995
10141,3.9943,3.616699999999999,7.468200000000003,3.1191999999999998
10142,7.481500000000004,3.5776000000000003,7.415299999999995,3.1636000000000006
10143,3.713899999999999,3.6556999999999986,9.296000000000003,3.3806000000000007
10144,8.527299999999999,3.9460000000000015,8.882999999999996,3.1211
10145,9.701300000000005,4.140699999999999,9.590099999999998,3.0718999999999994
10146,8.113999999999997,4.136100000000003,9.349600000000002,3.2779000000000007
10147,7.520300000000002,4.229699999999999,9.042,3.3476
10148,7.6708000000000025,3.9677000000000002,7.313700000000001,3.5913000000000004
10149,9.2342,3.8104,8.7871,3.1840999999999995
10150,6.6713,4.1187000000000005,9.721800000000004,2.881800000000001
10151,6.420799999999999,3.6831000000000014,9.140400000000003,2.8528999999999987
10152,6.1836,3.7239999999999993,9.2142,2.8042000000000002
10153,9.0773,3.970700000000002,8.863600000000002,2.9133999999999993
10154,10.053699999999997,4.1236,9.400200000000002,3.2069000000000005
10155,4.689600000000001,4.108499999999999,8.7997,3.125199999999999
10156,8.545100000000003,4.228299999999999,9.576200000000002,3.0877000000000026
10157,5.960100000000001,3.989200000000002,8.431599999999996,2.8152
10158,7.343999999999997,3.846000000000001,9.339400000000001,3.1561999999999997
10159,10.337400000000002,4.2046,10.612999999999998,2.9878000000000005
10160,8.862400000000004,4.331999999999997,9.185599999999999,3.4476000000000004
10161,7.055200000000002,3.7496000000000014,9.189500000000002,2.9745999999999992
10162,10.590400000000002,4.5037,9.601900000000006,3.3720999999999997
10163,8.017700000000005,4.0554999999999986,8.2015,4.039
10164,8.622999999999996,4.2235000000000005,9.101800000000003,3.4799000000000007
10165,6.7493,3.9193000000000007,9.233500000000001,2.8558000000000003
10166,8.675700000000003,3.915899999999998,10.170000000000003,3.1557999999999997
10167,9.314400000000001,4.011700000000002,9.645900000000008,3.2931999999999992
10168,9.640499999999996,4.412899999999999,7.917800000000001,2.5938999999999997
10169,7.954199999999998,4.413399999999999,9.683100000000003,2.7144000000000004
10170,7.961100000000004,4.0969000000000015,9.001999999999995,3.3476000000000004
10171,7.861499999999996,4.123099999999999,9.705199999999998,3.400699999999999
10172,7.317099999999998,4.031299999999999,9.149800000000004,3.0299999999999994
10173,7.755699999999998,3.7303000000000024,8.925500000000001,2.9497999999999998
10174,9.702400000000006,4.2159,8.981000000000002,3.5283
10175,4.4398,3.8702999999999985,9.037299999999998,2.988399999999999
10176,8.088499999999998,4.0287999999999995,9.383100000000004,3.096599999999999
10177,7.2578,4.0763,8.837600000000002,3.107299999999999
10178,9.918200000000002,4.181500000000001,9.911399999999997,3.1129999999999995
10179,7.4649,3.737300000000002,7.742699999999998,2.8602
10180,3.7504000000000013,3.9463999999999997,8.431000000000004,2.867699999999999
10181,7.901599999999997,4.228000000000001,8.989399999999998,2.7681999999999993
10182,7.523999999999998,4.0423,9.419699999999999,2.9932000000000016
10183,9.1742,4.0749,9.4073,2.935199999999999
10184,11.595800000000004,4.460000000000001,8.839300000000003,2.9604000000000004
10185,9.293599999999996,4.0385,9.408300000000002,3.1538000000000013
10186,7.721300000000001,4.240400000000001,9.189900000000002,2.9377
10187,8.681100000000004,4.351699999999999,9.2125,2.966899999999998
10188,6.825900000000003,3.739699999999999,8.654500000000004,2.557000000000001
10189,6.8172000000000015,3.7941,8.797600000000003,3.3512
10190,10.928999999999997,4.4341,9.560300000000002,3.5298000000000007
10191,9.289900000000003,4.357200000000001,8.594000000000001,3.1679000000000013
10192,8.2257,4.1469000000000005,9.554100000000002,2.9120000000000004
10193,10.879100000000001,4.6225,11.014000000000001,3.6252999999999993
10194,8.756299999999996,4.0191,7.279299999999998,2.8487
10195,8.125700000000004,3.908600000000001,9.044,3.020400000000001
10196,9.892900000000006,3.7896999999999985,8.865199999999998,2.5172000000000003
10197,10.9482,4.296799999999999,10.346399999999996,3.542199999999998
10198,3.5773999999999995,3.4871,8.390500000000001,2.2843999999999998
10199,7.014700000000001,4.101600000000001,8.753100000000003,3.1757000000000004
10200,5.014099999999998,3.5895000000000006,8.5424,3.1634
10201,8.971300000000001,4.0365,8.210000000000003,3.154699999999999
10202,8.466899999999997,4.3142,10.3776,3.0433000000000003
10203,8.301800000000004,3.815500000000003,9.603700000000002,3.2851000000000004
10204,10.5555,4.437600000000001,10.232899999999999,3.0252999999999988
10205,9.884599999999999,4.135200000000001,11.210500000000001,3.111600000000001
10206,7.9877,4.179800000000001,9.743300000000001,3.2643000000000013
10207,10.293300000000002,4.488199999999999,8.909899999999999,3.118800000000001
10208,5.9935,4.163199999999999,9.631199999999996,3.6856999999999998
10209,10.9331,4.237400000000002,9.429400000000001,3.252100000000001
10210,7.010299999999996,3.5172,8.438299999999998,2.598300000000001
10211,7.1067,4.194499999999999,8.461899999999998,3.1912000000000007
10212,8.053800000000003,3.901799999999999,8.557900000000004,3.1942000000000004
10213,10.098999999999995,4.3450000000000015,10.028299999999998,3.4436000000000018
10214,8.062999999999997,3.927199999999998,8.903900000000002,3.1638
10215,4.224100000000001,3.1136000000000013,8.282,2.4233999999999996
10216,8.125199999999996,4.094299999999998,9.586000000000002,3.0915000000000004
10217,5.671199999999998,3.7173,8.919799999999995,2.3772
10218,8.075199999999999,4.0875,8.663300000000001,3.3495999999999997
10219,8.899399999999998,4.111199999999999,8.054700000000002,3.2950999999999993
10220,7.923699999999999,4.218400000000001,9.075800000000001,3.5325
10221,8.386599999999998,3.884400000000001,9.9834,3.522399999999999
10222,9.160000000000004,3.954900000000001,9.221500000000004,3.3496000000000006
10223,10.854900000000002,4.2545,10.613300000000002,3.5329999999999986
10224,10.291799999999999,4.188,9.4768,3.3389000000000006
10225,7.955800000000002,4.089700000000001,8.833400000000001,2.3234999999999997
10226,10.064600000000008,4.151400000000002,10.568700000000002,3.5598
10227,7.206899999999998,3.935199999999999,8.726600000000001,3.2432
10228,5.2749,3.7283999999999993,7.467899999999995,2.5479000000000003
10229,5.696500000000002,3.327100000000001,7.653699999999997,2.7661000000000007
10230,8.692799999999998,4.178799999999998,9.486699999999999,2.981199999999999
10231,10.880200000000002,4.555899999999999,9.526100000000003,3.138500000000001
10232,8.700900000000004,4.13,9.136300000000004,3.017699999999999
10233,7.809399999999999,4.042100000000002,10.757200000000001,2.9100999999999986
10234,8.712600000000005,4.2583,8.522400000000001,3.298999999999998
10235,7.2113999999999985,4.050100000000001,8.070100000000002,3.2936999999999985
10236,8.068700000000002,3.8819000000000004,8.644900000000002,2.784700000000001
10237,4.855,3.9804999999999997,9.543099999999994,2.4732000000000003
10238,9.098000000000006,3.9914000000000014,9.926200000000005,3.5815999999999986
10239,9.739900000000002,4.285100000000001,9.5707,3.2299999999999995
10240,7.087199999999997,4.093900000000001,8.9176,3.0356000000000005
10241,8.773100000000001,4.1652,8.547400000000001,3.0871999999999997
10242,7.5563,3.9297000000000004,8.350899999999998,2.5206999999999997
10243,10.400599999999997,4.4272,9.212299999999999,3.1151999999999993
10244,9.811199999999998,4.325899999999999,9.669499999999998,3.442200000000001
10245,8.2596,4.090200000000001,8.537400000000003,2.8886999999999996
10246,7.458300000000001,3.651100000000002,9.393200000000004,2.918400000000001
10247,9.163900000000005,4.157200000000002,9.4335,3.4684999999999997
10248,9.9488,4.1262,9.511199999999997,3.829199999999999
10249,4.769699999999999,3.8441999999999994,8.158599999999995,2.3270999999999997
10250,4.552,3.5376000000000016,8.469200000000003,2.6423
10251,9.903699999999999,4.086799999999999,10.0958,2.991
10252,8.470399999999998,4.246100000000002,7.867900000000002,2.8785000000000007
10253,4.5025,3.6675,8.011100000000003,2.921499999999999
10254,8.121,3.9753,8.866200000000003,3.3619999999999983
10255,7.2153,3.9240000000000004,9.635399999999997,2.7987
10256,7.896200000000004,3.956300000000001,9.085999999999999,3.2042
10257,10.465499999999995,4.4932,8.488299999999999,2.6292999999999993
10258,9.085399999999998,3.825700000000001,9.523499999999999,3.162099999999999
10259,8.9159,3.914699999999999,8.891399999999997,3.3446
10260,8.717399999999996,3.9640000000000004,10.0161,4.101699999999998
10261,9.442100000000002,4.265100000000001,8.895999999999995,2.9511000000000003
10262,8.697599999999996,3.9825000000000004,7.892199999999999,3.0072
10263,9.077000000000005,4.1338,8.836700000000002,2.4768999999999997
10264,12.359200000000003,4.3336999999999986,10.668399999999998,3.0603000000000002
10265,9.882900000000001,4.2117999999999975,9.413800000000002,3.175399999999999
10266,7.459900000000001,4.251000000000001,8.9796,2.8375999999999992
10267,8.4986,3.8364999999999996,9.000199999999998,3.8297999999999996
10268,8.404,3.909399999999999,9.410200000000005,3.6864000000000003
10269,7.8696,3.9758000000000013,9.8743,2.7913
10270,5.690100000000002,3.644299999999999,8.188199999999998,3.2529999999999997
10271,6.400400000000001,3.8229000000000006,9.188400000000001,1.9723999999999995
10272,8.736800000000006,3.974,8.184799999999997,2.811999999999998
10273,2.990899999999999,3.7162999999999973,8.509400000000005,2.8389000000000015
10274,7.548000000000002,3.865099999999998,7.060499999999998,2.9966000000000004
10275,7.937200000000003,4.010600000000002,9.380999999999998,2.8049999999999993
10276,7.7458,3.7938,9.0737,3.000399999999999
10277,9.210699999999997,4.2564,9.200299999999993,2.659199999999999
10278,6.511099999999999,4.097700000000001,9.246799999999997,3.322
10279,5.9577000000000035,4.001200000000001,10.074399999999999,3.365099999999998
10280,4.9424,3.5809999999999995,9.104900000000002,3.3212
10281,7.264000000000001,3.8453000000000004,7.563500000000002,2.860900000000001
10282,10.825600000000003,4.169,9.622999999999998,3.185799999999999
10283,7.051099999999998,4.001199999999998,9.079600000000005,2.8377000000000003
10284,8.143400000000003,3.5983,8.790900000000004,3.2777
10285,7.8247,4.073099999999999,7.8866,2.7649
10286,8.1817,4.0199,9.3596,3.454200000000002
10287,9.177700000000002,3.965399999999997,8.898399999999999,3.1016999999999997
10288,8.3452,4.429199999999999,7.589800000000006,2.8281999999999994
10289,10.005100000000002,4.2258,9.706800000000005,3.2103
10290,8.3311,4.0844,9.228600000000002,3.2661
10291,8.2975,3.8516000000000004,10.0139,3.1892999999999967
10292,8.3122,3.9366,8.854800000000004,3.001900000000002
10293,4.564299999999999,4.192399999999998,8.635300000000003,3.5115000000000003
10294,8.100299999999997,4.362399999999999,8.5533,2.5887000000000007
10295,10.626799999999998,4.345599999999999,9.7691,3.267600000000002
10296,7.821399999999996,3.9107000000000003,10.1358,3.853800000000003
10297,8.985800000000001,4.220900000000002,9.859200000000003,3.4594
10298,8.006400000000001,4.008799999999999,8.7332,3.201599999999999
10299,8.7108,4.136899999999999,9.7761,2.9947000000000004
10300,3.4319,3.663900000000001,8.2268,2.6884999999999994
10301,11.140100000000002,4.599900000000002,9.1826,3.1793999999999993
10302,9.879000000000001,4.1201000000000025,9.1571,2.5049
10303,7.542400000000006,4.276999999999999,9.226400000000002,3.121400000000001
10304,9.537099999999999,3.9442000000000004,9.533700000000003,3.360400000000002
10305,6.152400000000001,3.7058999999999993,6.533,2.8975000000000017
10306,6.829299999999998,3.8468000000000004,7.738199999999999,3.023500000000002
10307,8.487500000000004,3.5976999999999992,9.699500000000002,2.876300000000001
10308,7.913599999999999,4.1675,11.141100000000003,3.1571000000000002
10309,9.272099999999996,4.118399999999999,9.9411,3.1374000000000013
10310,7.741899999999999,3.9333999999999993,9.262399999999996,3.142500000000001
10311,7.528699999999999,4.016,9.689599999999995,3.038999999999999
10312,6.699600000000001,4.1518,10.001699999999998,2.980199999999999
10313,8.756800000000002,4.195000000000002,11.2245,2.0702
10314,9.1223,3.992699999999999,8.328900000000003,3.0956
10315,8.255899999999999,4.0708,8.3773,2.9262000000000006
10316,9.293599999999996,4.436500000000001,9.507200000000001,2.9559999999999995
10317,5.8704,3.7494999999999994,9.752299999999996,2.505900000000001
10318,8.966100000000003,4.2939,9.322000000000001,2.8654999999999995
10319,9.827,4.2616000000000005,9.2544,2.698400000000001
10320,7.208500000000003,3.7179000000000015,8.878799999999995,3.3524000000000007
10321,8.686299999999996,4.1110000000000015,10.7444,3.698399999999999
10322,8.598700000000001,4.0268999999999995,8.396800000000002,3.120499999999998
10323,9.855700000000004,4.229300000000001,8.968000000000002,3.1818
10324,7.478900000000002,3.7764999999999986,8.7105,3.203899999999999
10325,11.0617,4.584799999999999,10.426300000000001,3.6099000000000006
10326,9.7639,4.114800000000001,9.2625,3.2706999999999984
10327,5.297299999999998,3.9175999999999984,8.357699999999996,2.852100000000002
10328,6.6274000000000015,3.739499999999999,8.595500000000005,3.0992000000000006
10329,6.5883,3.821600000000001,9.560500000000003,2.7064000000000004
10330,5.0135000000000005,3.9424999999999994,8.2487,2.9632000000000005
10331,6.7543000000000015,3.2926000000000015,8.9861,3.0443000000000002
10332,9.6391,4.0628,9.274500000000003,3.912600000000001
10333,8.647499999999999,4.1254,9.3788,3.1060000000000008
10334,8.3885,4.027000000000002,8.701099999999999,3.692300000000001
10335,4.042200000000001,3.789899999999999,8.540699999999998,2.0641999999999996
10336,7.8602000000000025,4.019900000000002,8.2995,2.4711999999999996
10337,8.6528,4.064599999999999,9.131000000000002,3.2812
10338,8.600899999999998,3.9827999999999992,8.4028,3.541300000000001
10339,9.377799999999997,4.081200000000001,7.269899999999995,3.1906
10340,11.152100000000003,4.348999999999998,9.5638,3.7075999999999993
10341,8.970899999999999,4.186699999999999,10.015099999999999,2.440000000000001
10342,10.521300000000005,4.670399999999998,10.925899999999997,3.0652000000000004
10343,7.993800000000006,4.346899999999999,9.7738,3.817000000000001
10344,4.600800000000003,3.690599999999999,8.684399999999997,2.5994
10345,4.319300000000002,3.593100000000001,7.474700000000005,1.6527999999999998
10346,7.605500000000004,3.7423999999999995,9.3111,2.8522000000000003
10347,7.5074000000000005,3.9619000000000004,9.742900000000002,2.8958000000000004
10348,7.530099999999997,3.8930999999999982,9.512900000000004,2.7073
10349,6.379999999999999,3.6981000000000006,7.8764999999999965,2.6008999999999998
10350,8.283999999999999,3.6394999999999995,6.793899999999996,3.3082999999999982
10351,10.927999999999999,4.232000000000001,9.354900000000002,3.1439999999999997
10352,9.213800000000006,4.283100000000001,8.836699999999995,3.5672000000000015
10353,7.388700000000001,4.035199999999998,9.142999999999997,3.0025999999999997
10354,9.172199999999998,4.207600000000002,9.0119,3.1807000000000003
10355,9.381600000000002,4.122499999999999,7.577000000000002,3.2420999999999975
10356,8.223500000000003,3.9829999999999997,9.3801,3.372900000000001
10357,10.838599999999996,4.290499999999999,10.598300000000002,3.4039000000000006
10358,9.815799999999998,4.306300000000002,7.929800000000001,3.382000000000001
10359,5.450200000000001,4.0448,7.742699999999997,3.2280000000000006
10360,8.1235,4.245600000000001,9.6255,3.3752
10361,9.499200000000004,4.2639999999999985,10.186,3.4128000000000016
10362,6.265200000000002,3.8069,7.8246,2.825299999999999
10363,9.000799999999998,4.0033,8.7556,2.9780999999999995
10364,8.145300000000006,4.0786,9.114099999999999,3.1495000000000006
10365,5.928299999999999,3.7358999999999996,9.277999999999997,2.971400000000001
10366,7.292200000000003,3.7991999999999995,8.718700000000002,3.1504000000000008
10367,11.440600000000003,4.3411,9.841699999999998,3.5893999999999995
10368,8.104000000000005,4.108299999999998,9.274199999999997,3.0009000000000015
10369,7.989300000000001,3.878499999999998,8.6432,3.3190999999999997
10370,9.9536,4.1977,8.0447,2.837000000000001
10371,2.0624999999999996,3.6045999999999996,7.588399999999998,2.1917
10372,9.694099999999999,4.088500000000002,9.095300000000002,3.5500000000000007
10373,6.357399999999999,3.6283000000000003,7.589799999999998,2.8141000000000007
10374,8.5465,4.390700000000002,10.196,2.7902999999999993
10375,3.8857,3.710300000000002,8.4486,2.5203
10376,8.608100000000002,3.977999999999999,9.084699999999996,2.7859000000000003
10377,7.346,4.2781,8.739400000000003,2.0121999999999995
10378,3.318499999999999,3.5023999999999984,8.940600000000002,2.9438999999999997
10379,9.184700000000008,4.02,9.383100000000002,3.1805999999999996
10380,8.288699999999999,4.1019999999999985,10.609699999999998,2.942400000000001
10381,8.8188,4.0365,9.812399999999998,3.224599999999999
10382,7.625600000000005,4.0126,9.736800000000002,2.6774000000000004
10383,4.509,3.7141000000000006,8.4117,2.6767999999999996
10384,8.066300000000002,4.313199999999998,9.344500000000002,3.1452999999999993
10385,8.213000000000001,3.9963000000000006,9.759899999999998,3.353300000000001
10386,10.382600000000002,4.480599999999998,10.336400000000003,3.7403999999999993
10387,8.514899999999999,4.1887,9.719999999999999,3.2101000000000006
10388,8.097799999999996,4.219899999999998,8.7404,3.8713000000000015
10389,7.761800000000003,4.1629,9.636099999999999,2.9596999999999998
10390,10.1339,4.3492,9.766799999999996,3.4229999999999996
10391,9.648600000000005,4.197299999999999,9.821700000000005,2.9259000000000013
10392,9.3266,4.394399999999999,10.500300000000003,2.7346000000000004
10393,5.418100000000001,3.893700000000001,8.383100000000002,3.530399999999999
10394,5.576399999999996,3.603599999999999,6.709500000000003,2.8736000000000006
10395,6.3263,3.5615000000000006,9.199799999999994,2.8287
10396,9.644700000000004,4.319699999999998,8.3728,2.9851000000000005
10397,9.3533,4.119199999999999,10.0853,3.5317999999999983
10398,5.886499999999997,3.924400000000001,8.689399999999994,3.237599999999999
10399,7.829800000000002,4.109600000000002,9.5732,3.2173999999999983
10400,8.759699999999999,3.976000000000001,10.2858,2.8686999999999996
10401,8.856399999999997,4.1244,9.462400000000004,3.6921
10402,7.991300000000003,4.157799999999998,8.933599999999998,3.0639000000000003
10403,9.859199999999998,4.314399999999999,10.5232,3.7278999999999987
10404,9.642600000000002,4.186599999999999,8.801799999999997,3.1116
10405,3.5158,3.5146999999999973,9.459399999999995,2.9149999999999987
10406,8.275100000000002,4.148299999999999,9.406300000000002,2.5717999999999996
10407,8.265400000000003,4.131999999999999,8.920200000000001,2.7864000000000004
10408,9.991200000000003,4.287600000000001,9.913399999999998,3.2492000000000005
10409,7.282300000000001,3.9945,8.238200000000004,2.426600000000001
10410,8.9433,4.433800000000001,9.2048,3.1586000000000007
10411,4.215700000000001,3.631799999999999,9.196800000000001,2.9952000000000014
10412,3.195700000000001,3.408900000000001,7.465900000000002,4.0165000000000015
10413,8.3114,4.2339,9.080499999999999,3.861
10414,7.5452999999999975,3.7595000000000014,8.3705,2.6659999999999986
10415,7.9483999999999995,4.0947,9.2939,3.2454000000000023
10416,6.997599999999998,4.138800000000001,9.6974,3.201900000000001
10417,8.960399999999998,4.1544,7.9570000000000025,3.0405
10418,8.410799999999998,3.9775,8.563499999999998,3.5867
